task_id,domain,difficulty,model,agent,provider,provider_model,parse_status,json_repair_strategy,json_repair_attempts,llm_error,parsed,fallback,attempts,latency_s,prompt_chars,raw_output_chars,prompt_tokens,completion_tokens,total_tokens
calendar_047,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.015905000000203,3200.0,1090.0,661.0,594.0,1255.0
calendar_067,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.39218489999621,3200.0,1343.0,657.0,1299.0,1956.0
calendar_043,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,17.349953800003277,3200.0,1221.0,661.0,1298.0,1959.0
calendar_077,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.911842999994406,3200.0,1097.0,661.0,987.0,1648.0
calendar_066,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.948955699997896,3200.0,1175.0,661.0,819.0,1480.0
calendar_025,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.825909200000751,3200.0,983.0,666.0,948.0,1614.0
calendar_078,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.593043800006853,3200.0,1193.0,660.0,728.0,1388.0
calendar_052,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,8.939909900000202,3200.0,1285.0,668.0,597.0,1265.0
calendar_040,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.189650000000256,3200.0,1147.0,669.0,1042.0,1711.0
calendar_028,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.452374399996188,3200.0,913.0,667.0,642.0,1309.0
calendar_046,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,7.408119600004284,3200.0,1027.0,664.0,474.0,1138.0
calendar_038,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,7.596062000004167,3200.0,1160.0,663.0,538.0,1201.0
calendar_050,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,8.710938799995347,3200.0,1106.0,659.0,595.0,1254.0
calendar_055,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.521525900003326,3200.0,1734.0,659.0,774.0,1433.0
calendar_071,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.860186599995359,3200.0,1332.0,663.0,1070.0,1733.0
calendar_058,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.139602900002501,3200.0,1387.0,664.0,663.0,1327.0
calendar_026,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.43920729999809,3200.0,1061.0,664.0,1396.0,2060.0
calendar_031,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.05455079999956,3200.0,1026.0,663.0,639.0,1302.0
calendar_079,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.803051800001413,3200.0,1524.0,659.0,724.0,1383.0
calendar_023,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.936819099995773,3200.0,1742.0,659.0,740.0,1399.0
calendar_057,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.58852990000014,3200.0,1445.0,663.0,749.0,1412.0
calendar_024,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,8.902763500002038,3200.0,1099.0,666.0,647.0,1313.0
calendar_041,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.90531529999862,3200.0,1616.0,663.0,697.0,1360.0
calendar_070,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.04536509999889,3200.0,1100.0,662.0,892.0,1554.0
calendar_061,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.377962700003991,3200.0,1706.0,667.0,924.0,1591.0
calendar_075,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.865886100000353,3200.0,1313.0,660.0,669.0,1329.0
calendar_080,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.30613109999831,3200.0,1118.0,666.0,642.0,1308.0
calendar_084,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.964560299995355,3200.0,1277.0,666.0,1080.0,1746.0
calendar_021,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.541032799999812,3200.0,1388.0,666.0,710.0,1376.0
calendar_034,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.606265499998699,3200.0,970.0,664.0,739.0,1403.0
calendar_044,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.265498599997954,3200.0,1598.0,668.0,1142.0,1810.0
calendar_062,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.188957300000766,3200.0,1312.0,664.0,1049.0,1713.0
calendar_076,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.483688500004064,3200.0,923.0,666.0,944.0,1610.0
calendar_082,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.604907799999637,3200.0,1682.0,659.0,969.0,1628.0
calendar_051,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.955579900000885,3200.0,1358.0,661.0,1092.0,1753.0
calendar_056,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.181075699998473,3200.0,1021.0,667.0,971.0,1638.0
calendar_037,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.929966700001387,3200.0,1841.0,663.0,1211.0,1874.0
calendar_039,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.281988500006264,3200.0,2144.0,661.0,1136.0,1797.0
calendar_033,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.191629900000407,3200.0,1514.0,664.0,1197.0,1861.0
calendar_073,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.853151999996044,3200.0,1437.0,659.0,1207.0,1866.0
calendar_083,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,22.274595800001407,3200.0,2104.0,659.0,1707.0,2366.0
calendar_087,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.246497400003136,3200.0,1070.0,659.0,944.0,1603.0
calendar_064,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.08620979999978,3200.0,1357.0,670.0,1190.0,1860.0
calendar_042,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.15880389999802,3200.0,1461.0,661.0,1485.0,2146.0
calendar_036,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.614830999998958,3200.0,1431.0,669.0,1390.0,2059.0
calendar_069,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.315502800003742,3200.0,1971.0,661.0,1237.0,1898.0
calendar_035,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,16.424399800001993,3200.0,1413.0,663.0,1299.0,1962.0
calendar_053,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.967102499998873,3200.0,1808.0,664.0,1540.0,2204.0
calendar_074,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.42365759999666,3200.0,2072.0,659.0,1396.0,2055.0
calendar_032,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.586887400000705,3200.0,1555.0,669.0,1526.0,2195.0
calendar_065,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.050562700002047,3200.0,1444.0,664.0,1429.0,2093.0
calendar_063,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.27014419999614,3200.0,1788.0,663.0,1790.0,2453.0
calendar_059,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.736515099997632,3200.0,986.0,663.0,1833.0,2496.0
calendar_072,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,21.179986800001643,3200.0,1983.0,668.0,1646.0,2314.0
crm_workflow_022,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,7.18196899999748,3200.0,1219.0,683.0,570.0,1253.0
calendar_086,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,8.924552099997527,3200.0,1453.0,661.0,689.0,1350.0
calendar_022,calendar,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,fallback,,0,No parseable JSON object found in model output; attempts=[]; last_error=,False,True,1.0,29.232951699996192,3200.0,0.0,661.0,2400.0,3061.0
calendar_085,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.596313900001405,3200.0,1543.0,661.0,1012.0,1673.0
calendar_094,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,6.69858579999709,3200.0,1546.0,663.0,474.0,1137.0
calendar_089,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,8.990061399999831,3200.0,1100.0,662.0,672.0,1334.0
calendar_119,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.260711599999922,3200.0,1293.0,664.0,934.0,1598.0
crm_workflow_045,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,5.001608900005522,3200.0,893.0,688.0,401.0,1089.0
calendar_095,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.894023599998036,3200.0,1355.0,662.0,1057.0,1719.0
calendar_115,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.247400799999014,3200.0,1507.0,664.0,1249.0,1913.0
crm_workflow_047,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.483291000004101,3200.0,1406.0,688.0,842.0,1530.0
calendar_091,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.497851100000844,3200.0,1700.0,663.0,801.0,1464.0
calendar_096,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,5.95923120000225,3200.0,1350.0,669.0,472.0,1141.0
crm_workflow_030,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.09857209999609,3200.0,1632.0,685.0,1153.0,1838.0
calendar_120,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.36218540000118,3200.0,1175.0,670.0,1150.0,1820.0
crm_workflow_038,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.066218199994182,3200.0,1321.0,683.0,970.0,1653.0
crm_workflow_026,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,5.810234299999138,3200.0,941.0,684.0,439.0,1123.0
crm_workflow_025,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.878726700000698,3200.0,1119.0,690.0,1546.0,2236.0
calendar_098,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,6.829577000004065,3200.0,1212.0,666.0,554.0,1220.0
calendar_093,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.882549499998277,3200.0,2030.0,665.0,1363.0,2028.0
calendar_088,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.128392099999473,3200.0,742.0,664.0,866.0,1530.0
calendar_090,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.04868179999903,3200.0,1524.0,661.0,922.0,1583.0
crm_workflow_037,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.497465899999952,3200.0,1116.0,685.0,1229.0,1914.0
crm_workflow_021,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,15.92682010000135,3200.0,2020.0,689.0,1326.0,2015.0
calendar_092,calendar,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.462230099998123,3200.0,1210.0,668.0,1074.0,1742.0
calendar_116,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,7.866572400002042,3200.0,1476.0,671.0,661.0,1332.0
crm_workflow_031,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.558355900000606,3200.0,1125.0,690.0,842.0,1532.0
calendar_113,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.420351699998719,3200.0,1014.0,668.0,1166.0,1834.0
calendar_107,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.71675750000577,3200.0,1346.0,663.0,871.0,1534.0
calendar_102,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.637502500001574,3200.0,2017.0,664.0,749.0,1413.0
crm_workflow_051,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.084082900000794,3200.0,1146.0,692.0,757.0,1449.0
crm_workflow_032,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.047237599996151,3200.0,1628.0,685.0,1044.0,1729.0
calendar_097,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.811085600005754,3200.0,1601.0,666.0,938.0,1604.0
crm_workflow_039,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.946267200000875,3200.0,1386.0,689.0,929.0,1618.0
crm_workflow_042,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.081333900001482,3200.0,1252.0,683.0,815.0,1498.0
calendar_117,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.413520599999174,3200.0,1161.0,666.0,794.0,1460.0
crm_workflow_036,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.604576600002474,3200.0,1051.0,688.0,918.0,1606.0
crm_workflow_027,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.253239500001655,3200.0,834.0,692.0,903.0,1595.0
crm_workflow_052,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,7.779900499997893,3200.0,1157.0,687.0,567.0,1254.0
crm_workflow_024,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.04386499999964,3200.0,1115.0,687.0,1494.0,2181.0
calendar_108,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.127438299998175,3200.0,1427.0,670.0,962.0,1632.0
calendar_105,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,7.717655799999193,3200.0,1270.0,668.0,634.0,1302.0
calendar_114,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.119543699998758,3200.0,1643.0,666.0,1888.0,2554.0
calendar_110,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.147048399994674,3200.0,1413.0,666.0,848.0,1514.0
calendar_104,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,9.106716599999345,3200.0,1596.0,676.0,679.0,1355.0
crm_workflow_034,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.281225499995344,3200.0,1102.0,685.0,863.0,1548.0
crm_workflow_049,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,7.660622000003059,3200.0,1250.0,685.0,628.0,1313.0
calendar_118,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,8.769627699999546,3200.0,1424.0,666.0,709.0,1375.0
crm_workflow_041,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.346494500001427,3200.0,1529.0,685.0,1178.0,1863.0
crm_workflow_033,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.104191999998875,3200.0,1635.0,686.0,1013.0,1699.0
calendar_106,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.257492299999285,3200.0,1646.0,663.0,942.0,1605.0
calendar_101,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.776465900002222,3200.0,1661.0,666.0,1892.0,2558.0
calendar_099,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,18.396524800002226,3200.0,1535.0,663.0,1467.0,2130.0
calendar_111,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.814962199998263,3200.0,1743.0,666.0,955.0,1621.0
calendar_112,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.440777699994214,3200.0,1238.0,673.0,1078.0,1751.0
crm_workflow_028,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,20.93010890000005,3200.0,1989.0,685.0,1678.0,2363.0
crm_workflow_040,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.966738099996292,3200.0,1553.0,685.0,1025.0,1710.0
calendar_109,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,11.801287900001626,3200.0,1696.0,667.0,962.0,1629.0
crm_workflow_029,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.645133300000452,3200.0,1367.0,685.0,1122.0,1807.0
crm_workflow_058,crm_workflow,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,5.980064900002617,3200.0,1099.0,686.0,441.0,1127.0
crm_workflow_035,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.330735799994727,3200.0,1047.0,690.0,988.0,1678.0
crm_workflow_044,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.88218980000238,3200.0,1501.0,685.0,1124.0,1809.0
crm_workflow_046,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,12.308738699997775,3200.0,1777.0,684.0,1037.0,1721.0
calendar_100,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,19.858509400000912,3200.0,1570.0,668.0,1618.0,2286.0
crm_workflow_050,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,14.292504199998803,3200.0,1412.0,683.0,1204.0,1887.0
crm_workflow_023,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,23.521559299995715,3200.0,755.0,688.0,1958.0,2646.0
crm_workflow_071,crm_workflow,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,10.316649500004132,3200.0,1017.0,692.0,862.0,1554.0
crm_workflow_043,crm_workflow,L2,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,22.225850399998308,3200.0,1799.0,690.0,1807.0,2497.0
crm_workflow_066,crm_workflow,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,6.918829900001583,3200.0,1225.0,686.0,537.0,1223.0
calendar_103,calendar,L4,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,outer_slice+repair,4,,True,False,1.0,29.049612900002103,3200.0,1068.0,668.0,2400.0,3068.0
crm_workflow_059,crm_workflow,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,8.92082169999776,3200.0,1684.0,691.0,749.0,1440.0
crm_workflow_057,crm_workflow,L3,deepseek_v4_flash,direct_token_matched,openai_compatible,deepseek-v4-flash,parsed,raw,1,,True,False,1.0,13.615021800003888,3200.0,1054.0,688.0,1194.0,1882.0
